ano,link,paragrafos_resgatados
2001,http://www1.folha.uol.com.br/fsp/ciencia/fe1305200104.htm,"['Fundado pelos Institutos Nacionais de Saúde (NIH), dos EUA, o banco recebe cerca de 300 doações por ano e envia entre 5.000 e 6.000 amostras para pesquisadores trabalhando com esquizofrenia, desordem bipolar, doença de Huntington e mal de Alzheimer.', 'Cada amostra é categorizada, organizada e numerada, e os detalhes sobre sexo, idade, saúde e histórico de doenças do doador estão cuidadosamente registrados em um banco de dados cada vez maior. Mas a identidade do doador nunca é revelada. Doações não vêm facilmente, especialmente as de cérebros normais, relata Benes. ""Cientistas sempre precisam de espécimes normais para usar como controle"", diz a pesquisadora, que afirma ter um interesse passional por esquizofrenia. ""Os que estão em famílias que não sofrem de uma desordem neurológica realmente não pensam sobre doação de cérebro"", diz. As pessoas encaram esse órgão particular de forma diferente de fígados, intestinos, córneas e corações. Alguns o vêem como o assento da alma. ""É muito difícil os cérebros virem, por razões que ninguém traduz em palavras"", ela diz.']"
2001,http://www1.folha.uol.com.br/folha/ciencia/ult306u3636.shtml,"['Fundado pelos Institutos Nacionais de Saúde (NIH), dos EUA, o banco recebe cerca de 300 doações por ano e envia entre 5.000 e 6.000 amostras para pesquisadores trabalhando com esquizofrenia, desordem bipolar, doença de Huntington e mal de Alzheimer.', 'Cada amostra é categorizada, organizada e numerada, e os detalhes sobre sexo, idade, saúde e histórico de doenças do doador estão cuidadosamente registrados em um banco de dados cada vez maior. Mas a identidade do doador nunca é revelada. Doações não vêm facilmente, especialmente as de cérebros normais, relata Benes. ""Cientistas sempre precisam de espécimes normais para usar como controle"", diz a pesquisadora, que afirma ter um interesse passional por esquizofrenia. ""Os que estão em famílias que não sofrem de uma desordem neurológica realmente não pensam sobre doação de cérebro"", diz. As pessoas encaram esse órgão particular de forma diferente de fígados, intestinos, córneas e corações. Alguns o vêem como o assento da alma. ""É muito difícil os cérebros virem, por razões que ninguém traduz em palavras"", ela diz.']"
2001,http://www1.folha.uol.com.br/fsp/mundo/ft1705200108.htm,"['Os advogados de defesa dizem que seu cliente sofre de vários problemas mentais, inclusive de esquizofrenia e, por isso, não pode ser considerado responsável por suas ações.']"
2001,http://www1.folha.uol.com.br/fsp/ilustrad/fq3105200111.htm,"['O engordamento precoce do gado. As toxinas. As doenças degenerativas. O câncer. Os produtos adoçantes na mesa. A esquizofrenia diet. A paranóia colesterol. O supermercado convertido em templo do consumo. A nutrição videogame. Os seus cardápios neoliberais. A desqualificação das matérias-primas na comida, a desnaturalização dos alimentos.']"
2001,http://www1.folha.uol.com.br/folha/reuters/ult112u2519.shtml,"['Folha Online - Reuters - Apesar de protestos, EUA executam esquizofrênico - 15/06/2001', 'Apesar dos protestos no Exterior e dentro do país, o Estado norte-americano de Ohio executou hoje um homem descrito por seus advogados como esquizofrênico e sem condições mentais de entender o que estava acontecendo com ele.', 'Advogados de Scott afirmaram que ele tinha um longo histórico de doenças mentais não tratadas, incluindo esquizofrenia, que o faziam incapaz de compreender por que seria executado, argumento rejeitado pela Justiça em várias instâncias.', 'Vindo de uma família de 11 filhos de pais alcoólatras e que violentavam as crianças, Scott nunca recebeu tratamento psiquiátrico, apesar de um irmão seu, também esquizofrênico, ter sido internado várias vezes em instituições, disseram seus advogados.']"
2001,http://www1.folha.uol.com.br/fsp/folhatee/fm0207200104.htm,"[')- viajam por universos desconhecidos de uma linguagem que eles mesmo inventaram para acompanhar seu ótimo instrumental de pseudo-surfmusic bem marcada. Tamanha esquizofrenia pode ser um pouco irritante, mas talvez isso faça parte da história toda.']"
2001,http://www1.folha.uol.com.br/fsp/ilustrad/fq0207200113.htm,"['""Há uma esquizofrenia em curso: em virtude do isolamento causado pela ditadura militar no Brasil, não há diálogo entre as disciplinas, e isso se reflete na exposição"", apontou Farias.']"
2001,http://www1.folha.uol.com.br/folha/ilustrada/ult90u15043.shtml,"['""Há uma esquizofrenia em curso: em virtude do isolamento causado pela ditadura militar no Brasil, não há diálogo entre as disciplinas, e isso se reflete na exposição"", apontou Farias.']"
2001,http://www1.folha.uol.com.br/fsp/equilibrio/eq0507200113.htm,"['Pacientes que apresentam distúrbios emocionais graves, como depressão profunda ou esquizofrenia, também devem ser barrados. Para muitos obesos, comer é uma das maiores fontes de prazer. Impedir essa sensação pode piorar o quadro depressivo. ""Cerca de 20% dos pacientes podem apresentar depressão. Mas a maior parte se diz feliz com os resultados e diz que faria novamente a operação, mesmo com as dificuldades do pós-operatório"", diz o psiquiatra Adriano Segal, do Ambulatório de Bulimia e Transtornos Alimentares do HC.']"
2001,http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u194.shtml,"['Pacientes que apresentam distúrbios emocionais graves, como depressão profunda ou esquizofrenia, também devem ser barrados. Para muitos obesos, comer é uma das maiores fontes de prazer. Impedir essa sensação pode piorar o quadro depressivo.']"
