ano,links,nome,paragrafos_resgatados,indice,paragrafos_tratados_sw
2009,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/dilma-defende-o-pmdb-de-olho-em-alian%C3%A7a-em-2010-1.1773,esquizofrenia,"['Em entrevista, a governadora considerou ""incoerente"" um partido que participa do seu governo bater na gestão. ""É esquizofrenia"", disse ela, em demonstração de que a união com o PMDB regional não será fácil. Segundo a petista, o PMDB coordena dois terços dos programas do PAC (Programa de Aceleração do Crescimento). Em entrevista ao lado de Dilma e do ministro das Relações Institucionais, Alexandre Padilha, Ana Júlia disse ser possível superar os obstáculos.']",0,['entrevista governadora considerou incoerente partido participa governo bater gestão esquizofrenia disse demonstração união pmdb regional será fácil petista pmdb coordena terços programas pac programa aceleração crescimento entrevista dilma ministro relações institucionais alexandre padilha ana júlia disse superar obstáculos']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/cl%C3%ADnica-investigada-por-maus-tratos-%C3%A9-proibida-de-atender-adolescentes-1.46934,esquizofrenia,"['Dependentes químicos eram mantidos de forma irregular ao lado de pacientes com esquizofrenia', 'O Juizado da Infância e da Juventude de Passo Fundo, no Norte do Estado, concedeu nessa quarta-feira liminar em ação civil pública, movida pelo Ministério Público, que proíbe uma clínica terapêutica investigada por denúncias de maus tratos de internar crianças e adolescentes para avaliação ou tratamento de dependência química. A clínica de recuperação de dependentes químicos e portadores de esquizofrenia, localizada no loteamento Dom Rodolfo, foi denunciada por agressões e abuso sexual contra os internos.', ', onde encontraram 72 pacientes de ambos os sexos. Entre eles, estavam 14 adolescentes dependentes químicos, mantidos de forma irregular ao lado de pacientes com esquizofrenia. Os adolescentes foram retirados da clínica e o Ministério Público abriu procedimento para investigar o caso. Segundo a promotora da Infância e da Juventude, Ana Cristina Ferrareze Cirne, os depoimentos dos internos e laudos técnicos confirmaram as denúncias de agressões físicas, psicológicas, maus tratos e abuso sexual.']",1,"['dependentes químicos eram mantidos irregular pacientes esquizofrenia', 'juizado infância juventude passo fundo norte concedeu liminar ação civil pública movida ministério público proíbe clínica terapêutica investigada denúncias maus tratos internar crianças adolescentes avaliação tratamento dependência química clínica recuperação dependentes químicos portadores esquizofrenia localizada loteamento dom rodolfo denunciada agressões abuso sexual internos', 'encontraram pacientes sexos estavam adolescentes dependentes químicos mantidos irregular pacientes esquizofrenia adolescentes retirados clínica ministério público abriu procedimento investigar caso promotora infância juventude ana cristina ferrareze cirne depoimentos internos laudos técnicos confirmaram denúncias agressões físicas psicológicas maus tratos abuso sexual']"
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/pacientes-ser%C3%A3o-removidos-de-cl%C3%ADnica-em-passo-fundo-devido-a-den%C3%BAncia-de-maus-tratos-1.42800,esquizofrenia,"['Os pacientes internados em uma clínica\xa0para recuperação de dependentes químicos e doentes com esquizofrenia, no loteamento Dom Rodolfo, em Passo Fundo, serão removidos do local', 'Além das denúncias de maus tratos e tortura, que estão sendo investigadas pela Delegacia de Proteção a Criança e ao Adolescente (DPCA), a clínica não tem alvará de funcionamento. Grando\xa0informou que em setembro de 2009, o local teve o documento para funcionamento negado pela Vigilância Sanitária por não preencher os requisitos necessários para atender pacientes com esquizofrenia.\xa0Sem o alvará, a clínica é considerada clandestina.']",2,"['pacientes internados clínica recuperação dependentes químicos doentes esquizofrenia loteamento dom rodolfo passo fundo serão removidos', 'denúncias maus tratos tortura sendo investigadas delegacia proteção criança adolescente dpca clínica alvará funcionamento grando informou setembro documento funcionamento negado vigilância sanitária preencher requisitos necessários atender pacientes esquizofrenia alvará clínica considerada clandestina']"
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/donos-de-cl%C3%ADnica-de-passo-fundo-podem-ser-indiciados-por-tortura-1.42739,esquizofrenia,"['e doentes com esquizofrenia por crime de tortura. A polícia está investigando a casa de tratamento, localizada no loteamento Dom Rodolfo, na periferia da cidade, devido a denúncias de maus tratos contra internos.']",3,['doentes esquizofrenia crime tortura polícia investigando casa tratamento localizada loteamento dom rodolfo periferia cidade devido denúncias maus tratos internos']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/pol%C3%ADcia-investiga-cl%C3%ADnica-de-reabilita%C3%A7%C3%A3o-de-passo-fundo-por-maus-tratos-1.42693,esquizofrenia,"['Dos 72 pacientes internados, 49 sofrem de esquizofrenia e 23 são dependentes químicos – 14 são adolescentes entre 15 e 18 anos incompletos, entre eles quatro meninas.\xa0Todos foram encaminhados ao Departamento Médico Legal para exame de lesões corporais.']",4,['pacientes internados sofrem esquizofrenia dependentes químicos adolescentes anos incompletos meninas encaminhados departamento médico legal exame lesões corporais']
2010,https://www.correiodopovo.com.br/arteagenda/tony-curtis-morre-aos-85-anos-1.42148,esquizofrenia,"['Em sua autobiografia, ""American Prince: A Memoir"" (Príncipe americano: uma memória, em tradução livre), Tony falou abertamente sobre a infância pobre e os abusos que sofreu nas mãos da mãe, que foi diagnosticada com esquizofrenia.']",5,['autobiografia american prince memoir príncipe americano memória tradução livre tony falou abertamente infância pobre abusos sofreu mãos mãe diagnosticada esquizofrenia']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/justi%C3%A7a-pune-com-tratamento-psiqui%C3%A1trico-acusado-de-matar-torcedor-do-inter-em-2006-1.41535,esquizofrenia,"['A defesa ainda pode recorrer da decisão e a medida só passa a valer quando o processo transitar em julgado, ou seja, não couber mais recursos. O réu foi diagnosticado com esquizofrenia-paranóide.']",6,['defesa recorrer decisão medida passa valer processo transitar julgado seja couber recursos réu diagnosticado']
2010,https://www.correiodopovo.com.br/blogs/juremirmachado/rea%C3%A7%C3%A3o-farroupilha-1.287764,esquizofrenia,"['Nunca gostei do que tu escreveu, seja em teus livros, seja na tua coluna no Correio do Povo, mas ouvindo hoje pela manhã teus comentários no programa Bom Dia, além de gostar menos ainda de ti, comecei a ficar preocupado se tu não estás sofrendo de algum distúrbio psiquiátrico, como demência ou esquizofrenia.']",7,['gostei escreveu seja livros seja coluna correio ouvindo hoje manhã comentários programa dia gostar ti comecei ficar preocupado sofrendo algum distúrbio psiquiátrico demência esquizofrenia']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/centenas-de-medicamentos-de-uso-restrito-s%C3%A3o-encontrados-na-capital-1.23814,esquizofrenia,"['Entre os medicamentos apreendidos haviam morfina, analgésicos cirúrgicos, antipsicóticos e indicados até para tratamento da esquizofrenia, além de outros narcóticos e antidepressivos. Muitos estavam rotulados como genéricos. Todas as embalagens não estavam amassadas e nem tinham sinais de deterioração, indicando que as mesmas encontravam-se sendo bem armazenadas antes de serem abandonadas na via pública.']",8,['medicamentos apreendidos haviam morfina analgésicos cirúrgicos antipsicóticos indicados tratamento esquizofrenia narcóticos antidepressivos estavam rotulados genéricos embalagens estavam amassadas tinham sinais deterioração indicando mesmas sendo armazenadas serem abandonadas via pública']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/consumo-de-maconha-aumenta-risco-de-doen%C3%A7as-ps%C3%ADquicas-diz-estudo-1.18846,esquizofrenia,"['Pouco mais de 14% deles responderam que consumiam maconha há seis anos ou mais. O estudo constatou que esses jovens corriam um risco duas vezes maior de sofrer de doenças psicóticas, como a esquizofrenia, do que aqueles que nunca consumiram. O risco de serem vítimas de alucinações também é duas vezes maior; e o de delírios, quatro vezes mais elevado.']",9,['deles responderam consumiam maconha há anos estudo constatou jovens corriam risco sofrer doenças psicóticas esquizofrenia consumiram risco serem vítimas alucinações delírios elevado']
2010,https://www.correiodopovo.com.br/not%C3%ADcias/geral/vigilante-que-manteve-mulher-em-c%C3%A1rcere-privado-volta-ao-pres%C3%ADdio-central-1.18305,esquizofrenia,"['O laudo do Instituto Psiquiátrico Forense (IPF), que avaliou o vigilante Rodrigo Luciano Luz, de 32 anos, foi enviado na tarde desta quarta-feira para a polícia. Segundo os psicólogos, o vigilante sofre de depressão, mas não apresenta sintomas de doenças psicóticas como esquizofrenia. Luz manteve a ex-mulher em']",10,['laudo instituto psiquiátrico forense ipf avaliou vigilante rodrigo luciano luz anos enviado polícia psicólogos vigilante sofre depressão apresenta sintomas doenças psicóticas esquizofrenia luz manteve']
2011,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/man%C3%ADaco-noruegu%C3%AAs-pode-escapar-da-pris%C3%A3o-por-problemas-mentais-1.78882,esquizofrenia,"['Segundo relatório psiquiátrico, o extremista de direita desenvolveu uma esquizofrenia paranóica. ""Os especialistas o descreveram como uma pessoa que se encontra em um universo ilusório, onde todos os seus pensamentos e gestos são guiados pelas alucinações"", informou o procurador da justiça Svein Holden.']",11,['relatório psiquiátrico extremista desenvolveu esquizofrenia paranóica especialistas descreveram pessoa encontra universo ilusório pensamentos gestos guiados alucinações informou procurador justiça svein holden']
2011,https://www.correiodopovo.com.br/not%C3%ADcias/geral/cientistas-identificam-genes-da-magreza-1.71285,esquizofrenia,"['O próximo passo, segundo o professor, é sequenciar os genes para descobrir quais estão envolvidos na regulação do apetite. A parte do cromossomo 16 identificado no estudo contém 28 genes. As duplicações nesta região foram, anteriormente, associadas à esquizofrenia, e os apagamentos, ao autismo.']",12,['passo professor sequenciar genes descobrir envolvidos regulação apetite cromossomo identificado estudo contém genes duplicações região anteriormente associadas esquizofrenia apagamentos autismo']
2011,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/assassino-confesso-do-cartunista-glauco-n%C3%A3o-ir%C3%A1-a-tribunal-1.63518,esquizofrenia,"['O juiz federal Mateus de Freitas Cavalcanti Costa considerou Nunes inimputável. A decisão ordena que o réu cumpra pena em hospital psiquiátrico por, no mínimo, três anos. O laudo apresentado à Justiça Federal do Paraná (JF-PR) mostrou que Cadu sofre de esquizofrenia paranoide, sendo incapaz de perceber a gravidade de seus atos. A doença teria sido agravada por causa do ""consumo imoderado de substâncias alucinógenas, do fanatismo religioso e da crença no sobrenatural"". No dia dos assassinatos, ele estava sob efeito de maconha e haxixe.']",13,['juiz federal mateus freitas cavalcanti costa considerou nunes inimputável decisão ordena réu cumpra pena hospital psiquiátrico mínimo anos laudo apresentado justiça federal paraná mostrou cadu sofre esquizofrenia paranoide sendo incapaz perceber gravidade atos doença teria sido agravada causa consumo imoderado substâncias alucinógenas fanatismo religioso crença sobrenatural dia assassinatos efeito maconha haxixe']
2011,https://www.correiodopovo.com.br/blogs/juremirmachado/mem%C3%B3rias-de-um-fot%C3%B3grafo-na-linha-de-frente-da-legalidade-2-1.297476,esquizofrenia,"['A guerra do rádio estava sendo ganha por Brizola, cada vez mais agressivo e contundente nos seus discursos. Num deles ele diagnosticou o General Odilo Denys de caso patológico de esquizofrenia e provocava os generais golpistas (“Gorilas”) incitando os sargentos a tomarem os quartéis sob controle da junta militar e mandou distribuir revólveres, Taurus 38, aos jornalistas e funcionários que davam plantão no Palácio.']",14,['guerra rádio sendo ganha brizola agressivo contundente discursos deles diagnosticou general odilo denys caso patológico esquizofrenia provocava generais golpistas gorilas incitando sargentos tomarem quartéis controle junta militar mandou distribuir revólveres taurus jornalistas funcionários davam plantão palácio']
2011,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/m%C3%A3e-de-atirador-era-esquizofr%C3%AAnica-diz-secret%C3%A1rio-de-assist%C3%AAncia-social-1.59054,esquizofrenia,"['Mãe de atirador era esquizofrênica, diz secretário de Assistência Social', 'Mãe de atirador era esquizofrênica, diz secretário de Assistência Social', ', feriu pelo menos 13 e depois se suicidou, na manhã desta quinta-feira, na Escola Municipal Tasso da Silveira, em Realengo, zona Oeste do Rio de Janeiro - sofria de esquizofrenia, segundo o secretário estadual de Assistência Social e Direitos Humanos, Rodrigo Neves. No entanto, Wellington não apresentou qualquer sinal de desequilíbrio mental no período em que estudou na escola, entre 1999 e 2002.']",15,"['mãe atirador esquizofrênica secretário assistência social', 'mãe atirador esquizofrênica secretário assistência social', 'feriu suicidou manhã escola municipal tasso silveira realengo zona oeste rio janeiro sofria esquizofrenia secretário estadual assistência social direitos humanos rodrigo neves entanto wellington apresentou sinal desequilíbrio mental período estudou escola']"
2011,https://www.correiodopovo.com.br/not%C3%ADcias/geral/anvisa-aprova-gen%C3%A9ricos-para-esquizofrenia-e-colesterol-1.54715,esquizofrenia,"['A Agência Nacional de Vigilância Sanitária (Anvisa) aprovou o registro de dois novos genéricos no País: quetiapina, usado para esquizofrenia, e rosivastatina, indicado para reduzir os índices de colesterol. Ambos movimentam cerca de R$ 324 milhões anuais.']",16,['agência nacional vigilância sanitária anvisa aprovou registro genéricos país quetiapina usado esquizofrenia rosivastatina indicado reduzir índices colesterol movimentam cerca milhões anuais']
2011,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/pai-das-g%C3%AAmeas-su%C3%AD%C3%A7as-desaparecidas-diz-em-carta-que-matou-as-filhas-1.54381,esquizofrenia,"['""Estamos lidando com uma pessoa extremamente meticulosa que planejou um número de coisas, incluindo sua viagem à Córsega"", disse Sauterel. A família de Irina Lucidi diz que Shcepp, de 43 anos, sofria de esquizofrenia. O jornal suíço 24 Heures informou que ele estava recebendo tratamento psiquiátrico, mas não havia sinais de que representasse uma ameaça às filhas - ao contrário, era descrito como um pai amoroso e dedicado.']",17,['estamos lidando pessoa extremamente meticulosa planejou coisas incluindo viagem córsega disse sauterel família irina lucidi shcepp anos sofria esquizofrenia jornal suíço heures informou recebendo tratamento psiquiátrico havia sinais representasse ameaça filhas contrário descrito pai amoroso dedicado']
2012,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/atirador-de-s%C3%A3o-paulo-tem-noite-tranquila-na-cadeia-1.103424,esquizofrenia,"['e se trancar na casa de uma amiga por cerca de nove horas, na Aclimação, passou uma noite tranquila na cadeia, de acordo com um carcereiro do 31º DP (Vila Carrão), na zona leste de São Paulo. Considerado uma pessoa com esquizofrenia pela família, Gouveia não teve qualquer tipo de surto, dormiu normalmente, fez todas as refeições e se manteve calado na cela, disse o funcionário. Ele dividiu o espaço com um professor.']",18,['trancar casa amiga cerca horas aclimação passou noite tranquila cadeia acordo carcereiro dp vila carrão zona leste paulo considerado pessoa esquizofrenia família gouveia surto dormiu normalmente refeições manteve calado cela disse funcionário dividiu espaço professor']
2012,https://www.correiodopovo.com.br/blogs/juremirmachado/lula-e-dilma-por-um-advogado-e-um-m%C3%A9dico-1.297731,esquizofrenia,"['Mas isso tudo é mera ficção, pois o mensalão não existiu, o artigo constitucional comentado foi declarado inconstitucional pelo STF, e o ministro Gilmar Mendes está sofrendo de esquizofrenia, com visões turvas de “visita informal” de um ex-presidente fantasma.']",19,['mera ficção mensalão existiu artigo constitucional comentado declarado inconstitucional stf ministro gilmar mendes sofrendo esquizofrenia visões turvas visita informal fantasma']
2012,https://www.correiodopovo.com.br/arteagenda/estreia-amanh%C3%A3-longa-filmado-no-rio-grande-do-sul-1.96734,esquizofrenia,"['Temas como esquizofrenia, psicose, perturbação mental, internamento, drogas, desesperança, paixão e solidão fazem parte do universo de ""Menos que Nada"". No elenco, nomes bem conhecidos do cinema brasileiro, como Felipe Kannenberg (de ""Olga""), Rosanne Mulholland (""Falsa Loura""), Branca Messina (""Não por Acaso""), Maria Manoella (""Mulher Invisível"") e Paulo Rodrigues (de ""3 Efes"").', 'Premiado no concurso para mídias digitais da Petrobras em 2010, a trama do longa-metragem gira ao redor de Dante (Felipe Kannenberg), que está internado num hospital psiquiátrico com diagnóstico de esquizofrenia. Ele não fala com ninguém, nem recebe visitas. A doutora Paula (Branca Messina), uma jovem psiquiatra, se interessa por Dante ao vê-lo surtar no pátio do hospital. Disposta a desvendar as relações sociais do seu paciente, a médica faz uma série de entrevistas com pessoas que conviviam com Dante antes do internamento e que contam sobre seu passado.']",20,"['temas esquizofrenia psicose perturbação mental internamento drogas desesperança paixão solidão universo elenco nomes conhecidos cinema brasileiro felipe kannenberg olga rosanne mulholland falsa loura branca messina acaso maria manoella mulher invisível paulo rodrigues efes', 'premiado concurso mídias digitais petrobras trama gira redor dante felipe kannenberg internado hospital psiquiátrico diagnóstico esquizofrenia fala ninguém recebe visitas doutora paula branca messina jovem psiquiatra interessa dante surtar pátio hospital disposta desvendar relações sociais paciente médica série entrevistas pessoas conviviam dante internamento contam passado']"
2012,https://www.correiodopovo.com.br/not%C3%ADcias/geral/apesar-de-avisos-popula%C3%A7%C3%A3o-%C3%A9-surpreendida-com-fechamento-da-farm%C3%A1cia-do-estado-1.94579,esquizofrenia,"['Outra que perdeu a viagem foi Ceres Candal, 78 anos, que não acreditou que as grades da farmácia estavam cerradas. A idosa disse que todo o dia 20 ela costuma buscar um medicamento para esquizofrenia. “É brincadeira. Saí de casa no frio”, protestou. Ela teme agora que falte o remédio se ela demorar muito a voltar ao local.']",21,['perdeu viagem ceres candal anos acreditou grades farmácia estavam cerradas idosa disse dia costuma buscar medicamento esquizofrenia brincadeira saí casa frio protestou teme falte remédio demorar voltar']
2012,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/autor-de-massacre-na-noruega-%C3%A9-considerado-penalmente-respons%C3%A1vel-1.93835,esquizofrenia,"['A saúde mental de Breivik é um dos elementos chave do julgamento pela morte de 77 pessoas no dia 22 de julho de 2011, quando explodiu uma bomba perto da sede do governo em Oslo e depois disparou contra jovens que participavam de um acampamento na ilha de Utoya. No ano passado, dois psiquiatras julgaram que Breivik era psicótico e sofria de ""esquizofrenia paranóide"" e, portanto, era penalmente irresponsável.']",22,['saúde mental breivik elementos chave julgamento morte pessoas dia julho explodiu bomba sede governo oslo disparou jovens participavam acampamento ilha utoya ano passado psiquiatras julgaram breivik psicótico sofria esquizofrenia paranóide penalmente irresponsável']
2012,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/restos-mortais-de-v%C3%ADtimas-de-canibalismo-s%C3%A3o-enterrados-em-pe-1.89468,esquizofrenia,[],23,[]
2012,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/psiquiatras-consideram-atirador-da-noruega-penalmente-respons%C3%A1vel-1.89130,esquizofrenia,"['A nova avaliação é contraditória com os resultados de um primeiro exame psiquiátrico oficial, que no ano passado concluiu que Breivik sofria de ""esquizofrenia"" e, portanto, deveria ser enviado a um hospital psiquiátrico e não para uma prisão.']",24,['avaliação contraditória resultados exame psiquiátrico oficial ano passado concluiu breivik sofria esquizofrenia deveria enviado hospital psiquiátrico prisão']
2012,https://www.correiodopovo.com.br/arteagenda/morre-o-cartunista-moebius-o-artista-xam%C3%A3-1.87033,esquizofrenia,"['O artista, criador dos quadrinhos protagonizados pelo tenente ""Blueberry"", intrigou e fascinou pela assombrosa dualidade de sua arte, que alguns classificaram de esquizofrenia, inclusive falando de ""Doutor Giraud e Mister Moebius"".\xa0Foi ao assinar as ilustrações de uma série de revistas e livros de ficção científica, no final dos anos 60, que Giraud criou o pseudônimo Moebius, que pegou de um matemático alemão.']",25,['artista criador quadrinhos protagonizados tenente blueberry intrigou fascinou assombrosa dualidade arte classificaram esquizofrenia falando doutor giraud mister moebius assinar ilustrações série revistas livros ficção científica anos giraud criou pseudônimo moebius pegou matemático alemão']
2013,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/falso-int%C3%A9rprete-diz-ter-sofrido-ataque-de-esquizofrenia-1.132482,esquizofrenia,"['que atuou na cerimônia fúnebre em homenagem ao ex-presidente sul-africano Nelson\xa0Mandela negou nesta quinta-feira ser uma fraude, alegando ter sofrido um ataque de esquizofrenia e alucinações.\xa0Thamasanqa Jantjie foi acusado de ser uma fraude por membros da comunidade sul-africana de surdos, que afirmaram que sua tradução\xa0durante os discursos de Barack Obama e de outros líderes mundiais não passou de gestos com os braços.', 'Jantjie insistiu nesta quinta-feira que era um intérprete qualificado, mas justificou seu comportamento por um súbito ataque de esquizofrenia, doença pela qual ele toma remédios. ""Não havia nada que eu pudesse fazer. Eu estava sozinho em uma situação muito perigosa"", declarou ao jornal The Star, de Johannesburgo, acrescentando que estava ouvindo vozes.']",26,"['atuou cerimônia fúnebre homenagem nelson mandela negou fraude alegando sofrido ataque esquizofrenia alucinações thamasanqa jantjie acusado fraude membros comunidade surdos afirmaram tradução durante discursos barack obama líderes mundiais passou gestos braços', 'jantjie insistiu intérprete qualificado justificou comportamento súbito ataque esquizofrenia doença toma remédios havia pudesse sozinho situação perigosa declarou jornal the star johannesburgo acrescentando ouvindo vozes']"
2013,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/falso-int%C3%A9rprete-de-sinais-afirma-que-sofreu-ataque-de-esquizofrenia-1.132451,esquizofrenia,"['de sinais que atuou na cerimônia fúnebre\xa0em homenagem ao ex-presidente sul africano Nelson Mandela afirmou que sofreu um ataque de esquizofrenia provocado pelo\xa0estresse.\xa0Thamasanqa Jantjie, que agitava as mãos durante vários discursos sem fazer qualquer sentido na linguagem de sinais, deu uma\xa0entrevista ao jornal The Star na qual afirmou sofrer de esquizofrenia e que teve um ataque no momento.']",27,['sinais atuou cerimônia fúnebre homenagem sul africano nelson mandela afirmou sofreu ataque esquizofrenia provocado estresse thamasanqa jantjie agitava mãos durante discursos sentido linguagem sinais deu entrevista jornal the star afirmou sofrer esquizofrenia ataque']
2013,https://www.correiodopovo.com.br/arteagenda/benicio-del-toro-retorna-a-cannes-com-filme-freudiano-1.117834,esquizofrenia,"['Dévereux curou Jimmy, um índio da tribo Blackfoot, das severas dores de cabeça que sofria, que não eram causadas pelos ferimentos sofridos na guerra nem por esquizofrenia, como se acreditava, mas por traumas de infância e juventude. ""Conhecer a situação dos índios americanos foi fundamental para entender meu personagem"", declarou o ator de origem porto-riquenha, que divide todo o peso do filme com Amalric.']",28,['dévereux curou jimmy índio tribo blackfoot severas dores cabeça sofria eram causadas ferimentos sofridos guerra esquizofrenia acreditava traumas infância juventude conhecer situação índios americanos fundamental entender personagem declarou ator origem divide peso filme amalric']
2013,https://www.correiodopovo.com.br/blogs/maispreza/embaixo-da-ponte-6-1.288894,esquizofrenia,"['E enquanto estão rolando as propagandas, os bares diminuem o som da TV e colocam músicas de DJ, o que acarreta uma espécie de esquizofrenia sonora dada a quantidade de pausas que rolam durante esse jogo. Mas ninguém parece se importar, provavelmente por causa do costume. É muito diferente de um jogo de basquete, por exemplo, onde as pessoas chegam, assistem o jogo torcendo, e depois vão embora.']",29,['rolando propagandas bares diminuem som tv colocam músicas dj acarreta espécie esquizofrenia sonora dada quantidade pausas rolam durante jogo ninguém importar provavelmente causa costume diferente jogo basquete pessoas chegam assistem jogo torcendo']
2013,https://www.correiodopovo.com.br/blogs/juremirmachado/dois-relatos-sobre-edna-e-belchior-1.297872,esquizofrenia,"['Agora, a cada ""aparecimento"" dele com essa senhora Edna, a situação parece que vai se\xa0agravando e deteriorando do ponto-de-vista da sanidade. Inicialmente (quando a primeira notícia do sumiço veio à tona pela Globo),\xa0imaginei que ele estaria incógnito no Uruguai em busca de ""novas emoções"" para seu trabalho de compositor. Muitos artistas fazem isso, mergulham no desconhecido para lá buscar inspiração e histórias. Mas quando reapareceu em Porto Alegre, com estranhíssimas histórias passadas no interior uruguaio, com contas de hotel por pagar e fugas por portas dos fundos, já percebi que o caso era outro. Como, segundo tua matéria, ele pode se mostrar calmo,\xa0atencioso, receptivo, se no momento seguinte Edna o puxa para o lado da paranoia e da esquizofrenia? Por que\xa0ele simplesmente se\xa0deixa levar,\xa0sem esboçar reação? Independente de isso tudo ser desvendado, sem dúvida que dá uma história e tanto, uma novela de suspense em que o leitor atravessará o livro sem saber\xa0se é ficção ou realidade.']",30,['aparecimento dele senhora edna situação agravando deteriorando sanidade inicialmente notícia sumiço veio tona globo imaginei estaria incógnito uruguai busca emoções trabalho compositor artistas mergulham desconhecido buscar inspiração histórias reapareceu porto alegre estranhíssimas histórias passadas interior uruguaio contas hotel pagar fugas portas fundos percebi caso outro matéria mostrar calmo atencioso receptivo seguinte edna puxa paranoia esquizofrenia simplesmente deixa levar esboçar reação independente desvendado dúvida história novela suspense leitor atravessará livro ficção realidade']
2014,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/filho-mata-pai-a-facadas-em-vacaria-1.151247,esquizofrenia,"['De acordo com a Brigada Militar, o autor do crime foi Edmar Ribeiro da Silva, de 30 anos, filho da vítima. Familiares relataram que o Edmar sofre de esquizofrenia. Após a morte do pai ele permaneceu na residência e ainda indicou a polícia o local onde estava a faca. A BM chegou até a residência após receber ligações dos vizinhos.']",31,['acordo brigada militar autor crime edmar ribeiro silva anos filho vítima familiares relataram edmar sofre esquizofrenia morte pai permaneceu residência indicou polícia faca bm chegou residência receber ligações vizinhos']
2014,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/assaltante-que-mantinha-ref%C3%A9m-em-igreja-no-rio-se-entrega-%C3%A0-pol%C3%ADcia-1.150709,esquizofrenia,"['Morador de uma comunidade próxima, o Canta Galo, o assaltante tem esquizofrenia e consumia bebidas alcoólicas com frequência, além de não tomar a medicação adequadamente, segundo a delegada Valéria de Aragão Sádio, que frequenta a igreja e estava na missa no momento do episódio. ""Ele tinha uma postura agressiva. A todo momento ficava pedindo garantias para se entregar. A presença da família foi importante para nos ajudar a entender o comportamento dele e lidar com a esquisofrenia.""']",32,['morador comunidade canta galo assaltante esquizofrenia consumia bebidas alcoólicas frequência tomar medicação adequadamente delegada valéria aragão sádio frequenta igreja missa episódio tinha postura agressiva ficava pedindo garantias entregar presença família importante ajudar entender comportamento dele lidar esquisofrenia']
2014,https://www.correiodopovo.com.br/not%C3%ADcias/geral/anvisa-adia-decis%C3%A3o-sobre-subst%C3%A2ncia-derivada-da-maconha-1.144474,esquizofrenia,"['Pesquisadores têm apontado efeitos positivos no uso do canabidiol em pacientes com mal de Parkinson, ansiedade, esquizofrenia e alguns transtornos de sono, entre outras doenças. No entanto, a substância integra uma lista de substâncias proibidas no Brasil, compondo a Lista F2 da Portaria 344/1998 do Ministério da Saúde, que trata de psicotrópicos.']",33,['pesquisadores apontado efeitos positivos uso canabidiol pacientes parkinson ansiedade esquizofrenia transtornos sono doenças entanto substância integra lista substâncias proibidas brasil compondo lista portaria ministério saúde trata psicotrópicos']
2014,https://www.correiodopovo.com.br/blogs/juremirmachado/dissid%C3%AAncias-ga%C3%BAchas-em-tempos-canarinhos-1.305372,esquizofrenia,"['O PMDB nacional também vai apoiar Dilma. É o PMDB do vice-presidente da República Michel Temer. O PMDB gaúcho vai de Eduardo Campos para a presidência da República. Trata-se de um parricídio? Temer é presidente nacional do PMDB. O leigo olha para o tabuleiro da política e pergunta: o que leva a fração regional de um partido a apostar todas as suas fichas no candidato de outro partido e não na chapa da qual faz parte o seu chefe máximo, o presidente nacional? O leigo é leigo por isso. Desconhece os meandros da política. O PMDB nacional é uma federação de partidos regionais. O que faz o PMDB se manter PMDB e não se despedaçar por causa dessa aparente esquizofrenia? Quatro hipóteses: uma mitologia da resistência à ditadura, o PMDB como eterno MDB; a flexibilidade para dobrar e não quebrar; a falta de opção melhor com tanto poder; Ninguém sabe.']",34,['pmdb nacional apoiar dilma pmdb república michel temer pmdb gaúcho eduardo campos presidência república parricídio temer presidente nacional pmdb leigo olha tabuleiro política pergunta leva fração regional partido apostar fichas candidato outro partido chapa chefe presidente nacional leigo leigo desconhece meandros política pmdb nacional federação partidos regionais pmdb manter pmdb despedaçar causa aparente esquizofrenia hipóteses mitologia resistência ditadura pmdb eterno mdb flexibilidade dobrar quebrar opção melhor ninguém']
2014,https://www.correiodopovo.com.br/not%C3%ADcias/geral/anvisa-suspende-com%C3%A9rcio-de-lotes-de-rem%C3%A9dio-para-esquizofrenia-1.140120,esquizofrenia,[],35,[]
