ano,links,nome,paragrafos_resgatados,indice,paragrafos_tratados_sw
2018,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/autor-de-massacre-em-aeroporto-na-fl%C3%B3rida-se-declara-culpado-1.262269,esquizofrenia,"['Santiago Ruiz, que recebe tratamento para esquizofrenia na prisão, serviu no Iraque entre abril de 2010 e fevereiro de 2011. Encerrou suas funções militares em agosto de 2016. No dia do ataque, veio de sua cidade de residência, Anchorage, no Alasca, com um bilhete só de ida. Um pouco mais de um ano depois, em 14 de fevereiro deste ano, o condado de Broward sofreu outro tiroteio que comoveu o país e provocou um debate nacional sobre saúde mental e posse de armas. Em uma escola em Parkland, perto de Fort Lauderdale, um jovem matou 17 pessoas e feriu outras 17.']",96,['santiago ruiz recebe tratamento esquizofrenia prisão serviu iraque abril fevereiro encerrou funções militares agosto dia ataque veio cidade residência anchorage alasca bilhete ida ano fevereiro ano condado broward sofreu outro tiroteio comoveu país provocou debate nacional saúde mental posse armas escola parkland fort lauderdale jovem matou pessoas feriu']
2018,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/homem-que-esfaqueou-mulher-em-loja-de-conveni%C3%AAncia-%C3%A9-preso-1.257254,esquizofrenia,"['Após ser identificado, foi constatado pela família que o suspeito sofria de esquizofrenia, seria usuário de álcool e drogas, e já havia sido internado em um hospital. Segundo a delegada\xa0Roberta Bertoldo, da 2ª Delegacia de Polícia de Homicídios e de Proteção à Pessoa (DPHPP), o agressor e a mulher não se conheciam, o que indica que o ataque tenha sido resultado de uma crise do suspeito. Ele teria pego a faca escondido da família']",97,['identificado constatado família suspeito sofria esquizofrenia usuário álcool drogas havia sido internado hospital delegada roberta bertoldo delegacia polícia homicídios proteção pessoa dphpp agressor mulher conheciam indica ataque tenha sido resultado crise suspeito teria pego faca escondido família']
2019,https://www.correiodopovo.com.br/blogs/cenarock/black-moon-riders-1.372099,esquizofrenia,"['Na canção, Átila utiliza os problemas de Edward para falar sobre doenças mentais, como esquizofrenia e o mal de Alzheimer, além de abuso sexual infantil e outros tipos de sofrimentos, que muitas vezes são varridos para baixo do tapete, por famílias que preferem manter as aparências ou o status de seu sobrenome.']",98,['canção átila utiliza problemas edward falar doenças mentais esquizofrenia alzheimer abuso sexual infantil tipos sofrimentos muitas varridos tapete famílias preferem manter aparências status sobrenome']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/pol%C3%ADcia-civil-lan%C3%A7a-iniciativa-de-apoio-ao-setembro-amarelo-1.365525,esquizofrenia,"['A coordenação ficou com a 2ª Delegacia de Polícia de Homicídios e Proteção à Pessoa (2ª DPHPP) sob comando da delegada Roberta Bertoldo. “O maior número de suicídios é na minha área”, revelou, citando em especial o Centro de Porto Alegre. “Os índices são bem significativos”, avaliou, frisando que a intenção é igualmente mostrar às potenciais vítimas que “a vida delas importa para nós e aos seus familiares”. Ela espera que essas pessoas repensem e busquem ajuda. “Queremos auxiliar que elas à abandonem a ideia”, assinalou. “As pesquisas mostram que os três principais fatores de suicídio são a depressão, a esquizofrenia e o uso e abuso de álcool e drogas”, revelou.']",99,['coordenação ficou delegacia polícia homicídios proteção pessoa dphpp comando delegada roberta bertoldo suicídios revelou citando especial centro porto alegre índices significativos avaliou frisando intenção igualmente mostrar potenciais vítimas vida delas importa familiares espera pessoas repensem busquem ajuda queremos auxiliar abandonem ideia assinalou pesquisas mostram principais fatores suicídio depressão esquizofrenia uso abuso álcool drogas revelou']
2019,https://www.correiodopovo.com.br/vivabem/depend%C3%AAncia-tecnol%C3%B3gica-envelhecimento-diversidade-sexual-e-autismo-estar%C3%A3o-em-debate-em-congresso-1.365176,esquizofrenia,"['- Niklas Törneke (Suécia), MD, desde 1998, tem trabalhado principalmente com terapia de aceitação e compromisso (ACT).\xa0 Sua experiência clínica varia de transtornos psiquiátricos, como a esquizofrenia, a transtornos de ansiedade e humor comuns, com alta prevalência na população geral.']",100,['niklas törneke suécia md trabalhado principalmente terapia aceitação compromisso act experiência clínica varia transtornos psiquiátricos esquizofrenia transtornos ansiedade humor comuns alta prevalência população']
2019,https://www.correiodopovo.com.br/arteagenda/cultuado-m%C3%BAsico-americano-daniel-johnston-morre-aos-58-anos-1.365138,esquizofrenia,"['O cultuado músico americano Daniel Johnston, conhecido pela música ""True Love Will Find You In The End"", morreu aos 58 anos. A informação foi divulgada pelo jornal Austin Chronicle, jornal da cidade onde ele vivia desde os anos 1980. Ele teve um ataque cardíaco, de acordo com seu ex-empresário, Jeff Tartakov. Admirado por músicos como David Bowie, Tom Waits, Kurt Cobain e Jeff Tweedy, Johnston tinha transtorno bipolar e esquizofrenia, passando por hospitais psiquiátricos ao longo da sua trajetória, e em anos recentes enfrentou complicações de diabetes, infecção nos rins e hidrocefalia, uma condição em que os fluidos do cérebro causam desequilíbrio.']",101,['cultuado músico americano daniel johnston música true love will find you in the end morreu anos informação divulgada jornal austin chronicle jornal cidade vivia anos ataque cardíaco acordo jeff tartakov admirado músicos david bowie tom waits kurt cobain jeff tweedy johnston tinha transtorno bipolar esquizofrenia passando hospitais psiquiátricos longo trajetória anos recentes enfrentou complicações diabetes infecção rins hidrocefalia condição fluidos cérebro causam desequilíbrio']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/geral/prefeitura-inaugura-residencial-terap%C3%AAutico-para-acolher-pessoas-com-transtornos-mentais-1.363965,esquizofrenia,"['O diretor do Residencial Terapêutico, Júlio Wortmann, explica que entre os transtornos mentais que serão atendidos estão esquizofrenia, transtorno de humor bipolar e transtorno esquizoafetivo. Durante o dia, os pacientes participam de consultas médicas, de escola e dos Centros de Atenção Psicossocial e outras atividades. ""Também são proporcionados aos moradores momento de cultura e lazer como a ida ao cinema, teatro, passeios. Na casa ,é estimulada a autonomia dos pacientes para serem mais independentes"", ressaltou.']",102,['diretor residencial terapêutico júlio wortmann explica transtornos mentais serão atendidos esquizofrenia transtorno humor bipolar transtorno esquizoafetivo durante dia pacientes participam consultas médicas escola centros atenção psicossocial atividades proporcionados moradores cultura lazer ida cinema teatro passeios casa estimulada autonomia pacientes serem independentes ressaltou']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/estado-n%C3%A3o-cumpre-prazo-e-presos-continuam-em-viaturas-em-porto-alegre-1.347111,esquizofrenia,"['Em frente à 2ª Delegacia de Polícia de Pronto Atendimento (DPPA), junto ao Palácio da Polícia, três viaturas da BM e uma da Guarda Municipal eram usadas como celas. Em frente à 3ª DPPA a situação, diferente dos últimos dias estava tranquila, três homens estavam sob custódia da BM – além daqueles que estavam no interior da delegacia. “No sábado 10 foram levados. O que está aqui há mais tempo é um que sofre de esquizofrenia e aguarda há quatro dias”, detalhou um policial. Na 2ª delegacia, quando os detidos avistam a reportagem começam a gesticular as mãos para reclamar da falta de condições e o desrespeito aos direitos básicos de cada um.']",103,['frente delegacia polícia pronto atendimento dppa junto palácio polícia viaturas bm guarda municipal eram usadas celas frente dppa situação diferente últimos dias tranquila homens estavam custódia bm daqueles estavam interior delegacia sábado levados há sofre esquizofrenia aguarda há dias detalhou policial delegacia detidos avistam reportagem começam gesticular mãos reclamar condições desrespeito direitos básicos']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/cidades/equipes-de-hospital-de-santa-rosa-promovem-atividades-de-terapia-ocupacional-1.343924,esquizofrenia,"['Equipes do Hospital Vida & Saúde de Santa Rosa implementaram atividades de terapia ocupacional na Unidade Dom Bosco, que atende pacientes etilistas, usuários de drogas, depressivos e com transtornos como esquizofrenia. A ação prevê oficinas de bordado, pintura e canto, horta, esportes e sessões de cinema.']",104,['equipes hospital vida saúde santa rosa implementaram atividades terapia ocupacional unidade dom bosco atende pacientes etilistas usuários drogas depressivos transtornos esquizofrenia ação prevê oficinas bordado pintura canto horta esportes sessões cinema']
2019,https://www.correiodopovo.com.br/blogs/cinecp/genial-e-insano-1.334962,esquizofrenia,"['Os dois ganham interpretação poderosa e apaixonada dos ícones Sean Penn e Mel Gibson, respectivamente. Minor serviu na Guerra Civil Americana e sofria de esquizofrenia, doença à época ainda não diagnosticada. Em Londres, ele mata um pai de família, que em seus surtos, achava o estar perseguindo e acaba condenado, sendo internado no Hospício para Lunáticos Criminosos de Broadmoor.']",105,['ganham interpretação poderosa apaixonada ícones sean penn mel gibson respectivamente minor serviu guerra civil americana sofria esquizofrenia doença época diagnosticada londres mata pai família surtos achava perseguindo acaba condenado sendo internado hospício lunáticos criminosos broadmoor']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/corpos-de-mulher-e-enteado-s%C3%A3o-encontrados-em-porto-alegre-1.334079,esquizofrenia,"['A Polícia Civil investiga o caso. “Não há dúvidas que ele cometeu suicídio após o crime. Ele não mantinha uma boa relação com a madrasta, mas não está claro ainda o motivo. Ele tinha diagnóstico de esquizofrenia e era usuário de droga”, explicou na manhã desse domingo a plantonista das Delegacia de Polícia de Homicídios e Proteção à Pessoa, delegada Roberta Bertoldo.']",106,['polícia civil investiga caso há dúvidas cometeu suicídio crime mantinha madrasta claro motivo tinha diagnóstico esquizofrenia usuário droga explicou manhã domingo plantonista delegacia polícia homicídios proteção pessoa delegada roberta bertoldo']
2019,https://www.correiodopovo.com.br/arteagenda/confira-produ%C3%A7%C3%B5es-que-estreiam-em-abril-na-netflix-1.329761,esquizofrenia,"['A série de TV baseada no personagem X-Men chega à segunda temporada na Netflix neste mês. O protagonista, diagnosticado com esquizofrenia em uma idade jovem, descobre que sua ""doença"" pode ser mais que um transtorno psiquiátrico.']",107,['série tv baseada personagem chega temporada netflix protagonista diagnosticado esquizofrenia idade jovem descobre doença transtorno psiquiátrico']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/toffoli-diz-que-alertou-guedes-sobre-judicializa%C3%A7%C3%A3o-de-reformas-1.329709,esquizofrenia,"['Toffoli defendeu uma reforma tributária que simplifique o sistema e ""tire da Constituição quase tudo"" para evitar a judicialização. De acordo com ele, há 1 trilhão de processos sobre tributação pendentes no Judiciário, quadro que ele classificou como ""esquizofrenia"". ""Eu disse para o Paulo Guedes: como é que vocês vão explicar isso para um investidor?""']",108,['toffoli defendeu reforma tributária simplifique tire constituição quase evitar judicialização acordo há trilhão processos tributação pendentes judiciário quadro classificou esquizofrenia disse paulo guedes explicar investidor']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/geral/registro-do-canabidiol-%C3%A9-quest%C3%A3o-de-bom-senso-diz-diretor-da-anvisa-1.374849,esquizofrenia,"['Às famílias dos que dependem desse tipo de medicamento - usado para o tratamento de doenças e sintomas relacionados à epilepsia, Mal de Parkinson, esquizofrenia, autismo, ansiedade, insônia, dores e inflamações, além de náuseas, vômitos e espasmos causados por quimioterapia, inapetência - o presidente da Anvisa pediu paciência, ""porque a espera resultará em uma proposta mais bem elaborada"".']",109,['famílias dependem medicamento usado tratamento doenças sintomas relacionados epilepsia parkinson esquizofrenia autismo ansiedade insônia dores inflamações náuseas vômitos espasmos causados quimioterapia inapetência presidente anvisa pediu paciência espera resultará proposta elaborada']
2019,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/vinte-anos-depois-justi%C3%A7a-pode-soltar-atirador-que-matou-tr%C3%AAs-pessoas-em-cinema-de-sp-1.377744,esquizofrenia,"['Mateus foi condenado a 48 anos e nove meses de prisão em regime fechado. Em 2009, cumprindo pena em Salvador, ele tentou matar, a golpes de tesoura, um companheiro de cela, o espanhol Francisco Vidal Lopes. Dois anos depois, por decisão da 1º Vara do Tribunal do Júri de Salvador, respaldada em laudo que apontou esquizofrenia, ele foi considerado inimputável, e transferido para um hospital psiquiátrico, onde permanece. A reportagem tentou contato com a defesa de Meira, mas não obteve retorno até a publicação deste texto.']",110,['mateus condenado anos prisão regime fechado cumprindo pena salvador tentou matar golpes tesoura companheiro cela espanhol francisco vidal lopes anos decisão vara tribunal júri salvador respaldada laudo apontou esquizofrenia considerado inimputável transferido hospital psiquiátrico permanece reportagem tentou contato defesa meira obteve retorno publicação texto']
2020,https://www.correiodopovo.com.br/blogs/juremirmachado/racismo-e-outras-hist%C3%B3rias-1.512277,esquizofrenia,"['Releio o primeiro parágrafo de “O anti-Édipo – capitalismo e esquizofrenia”: “Isso funciona em toda parte: às vezes sem parar, outras vezes descontinuamente. Isso respira, isso aquece, isso come. Isso caga, isso f... [sou pudico, não me permiti copiar a palavra inteira]. Mas que erro ter dito']",111,['releio parágrafo capitalismo esquizofrenia funciona parar descontinuamente respira aquece come caga f pudico permiti copiar palavra inteira erro dito']
2020,https://www.correiodopovo.com.br/arteagenda/peter-green-ex-guitarrista-do-fleetwood-mac-morre-aos-73-anos-1.455521,esquizofrenia,"['Além dos problemas com drogas, Green foi posteriormente diagnosticado com esquizofrenia.']",112,['problemas drogas green posteriormente diagnosticado esquizofrenia']
2020,https://www.correiodopovo.com.br/blogs/cenarock/black-moon-riders-1.454477,esquizofrenia,"['O vocalista Átila Ferrarez fala sobre o lançamento: “Eu convivi com parentes que enfrentaram o mal de Alzheimer, loucura e esquizofrenia. Então eu vi o lado obscuro que as doenças mentais podem liberar nas pessoas e coloquei isso letra da \'Child\'. A linguagem que tentamos passar no vídeo é isso, flashs de situações enlouquecedoras, de paranoia, que às vezes vem à tona"".']",113,['vocalista átila ferrarez fala lançamento convivi parentes enfrentaram alzheimer loucura esquizofrenia vi obscuro doenças mentais liberar pessoas coloquei letra child linguagem tentamos passar vídeo flashs situações enlouquecedoras paranoia tona']
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/rs-registra-17-mortos-por-covid-19-maior-n%C3%BAmero-num-dia-desde-in%C3%ADcio-da-pandemia-1.427135,esquizofrenia,"['Desta parcela, 22 eram homens. Outros quatro casos eram de pessoas aparentemente saudáveis ou sem registro de problemas sérios de saúde. Apenas três vítimas não tiveram detalhes divulgados pela Secretaria de Saúde de Porto Alegre. Das 32 vítimas, quatro tinha idades abaixo dos 60 anos e só uma delas, com 26 anos, mas que possuía histórico de obesidade e esquizofrenia. São do grupo de risco pessoas com mais de 60 anos, portadores de doenças crônicas, como asma, hipertensão e diabetes. 9']",114,['parcela eram homens casos eram pessoas aparentemente saudáveis registro problemas sérios saúde vítimas detalhes divulgados secretaria saúde porto alegre vítimas tinha idades abaixo anos delas anos possuía histórico obesidade esquizofrenia risco pessoas anos portadores doenças crônicas asma hipertensão diabetes']
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/porto-alegre-chega-a-20-mortes-por-covid-19-1.421889,esquizofrenia,"['Uma mulher de 26 anos tornou-se a 20ª vítima fatal de Covid-19 em Porto Alegre. De acordo com a Secretaria Municipal da Saúde, ela tiha histórico de esquizofrenia e obesidade. Ela estava internada na UTI do Hospital de Clínicas de Porto Alegre.']",115,['mulher anos vítima fatal porto alegre acordo secretaria municipal saúde tiha histórico esquizofrenia obesidade internada uti hospital clínicas porto alegre']
2020,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/fran%C3%A7a-faz-teste-cl%C3%ADnico-com-antigo-medicamento-psiqui%C3%A1trico-para-covid-19-1.418120,esquizofrenia,"['Um antigo medicamento antipsicótico prescrito para tratar a esquizofrenia, a clorpromazina, será objeto do primeiro ensaio clínico na França em pacientes com deficiência de oxigênio causada por Covid-19, de acordo com um médico responsável pela pesquisa.']",116,['antigo medicamento antipsicótico prescrito tratar esquizofrenia clorpromazina será objeto ensaio clínico frança pacientes deficiência oxigênio causada acordo médico responsável pesquisa']
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/farm%C3%A1cias-garantem-estoque-suficiente-de-rem%C3%A9dios-para-atender-popula%C3%A7%C3%A3o-1.406209,esquizofrenia,"['A Farmácia de Medicamentos do Estado (FME), no cruzamento da avenida Borges de Medeiros com a rua Riachuelo, está com atendimento normal, de segunda-feira a sexta feira, das 7h às 18h. A FME mantém a oferta regular de medicamentos especializados, grande parte de compra do Ministério da Saúde, que tratam doenças como esquizofrenia, epilepsia, alzheimer, parkinson, diabetes e artrite reumatóide, entre outros. A maioria dos tratamentos são de uso contínuo.']",117,['farmácia medicamentos fme cruzamento avenida borges medeiros rua riachuelo atendimento normal feira fme mantém oferta regular medicamentos especializados compra ministério saúde tratam doenças esquizofrenia epilepsia alzheimer parkinson diabetes artrite reumatóide tratamentos uso contínuo']
2021,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/esquizofr%C3%AAnico-%C3%A9-condenado-%C3%A0-pris%C3%A3o-perp%C3%A9tua-por-ataque-a-faca-no-reino-unido-1.725448,esquizofrenia,"['McLeod apresentou sintomas de esquizofrenia paranoica pela primeira vez em 2012', 'A Justiça britânica condenou, nesta quinta-feira, um homem de 28 anos com esquizofrenia paranoica a uma pena de prisão perpétua com duração mínima de 21 anos, por matar um jovem a facadas e ferir outras sete pessoas em 2020, em Birmingham.', 'Zephaniah McLeod apresentou sintomas de esquizofrenia paranoica pela primeira vez em 2012 e foi condenado, várias vezes, por diversos crimes, como roubo e agressão a um bebê de seis meses.']",118,"['mcleod apresentou sintomas esquizofrenia paranoica', 'justiça britânica condenou homem anos esquizofrenia paranoica pena prisão perpétua duração mínima anos matar jovem facadas ferir pessoas birmingham', 'zephaniah mcleod apresentou sintomas esquizofrenia paranoica condenado várias diversos crimes roubo agressão bebê']"
2021,https://www.correiodopovo.com.br/arteagenda/naddo-no-mistura-fina-e-nando-pela-esquizofrenia-1.638469,esquizofrenia,"['Nesta quinta-feira, será lançada a música inédita “Ouçam Nossas Vozes”, que faz parte de uma iniciativa que tem objetivo de dar visibilidade ao paciente de esquizofrenia, além de calar o preconceito em torno da doença. A canção foi composta por Allyson Mariano, diagnosticado com esquizofrenia aos 27 anos, e conta com arranjo de Nando Reis – que também empresta sua voz para a interpretação da letra. Além de Nando Reis, fazem parte do coro de vozes que participam da música profissionais de saúde, representantes de associações de pacientes, cuidadores e personalidades, como o ator Babu e a youtuber Hana Khalil.\xa0O lançamento será realizado em uma live, às 20h, com participação de Nando Reis e Allyson Mariano no Instagram da Janssen (']",119,['será lançada música inédita ouçam vozes iniciativa objetivo visibilidade paciente esquizofrenia calar preconceito torno doença canção composta allyson mariano diagnosticado esquizofrenia anos conta arranjo nando reis empresta voz interpretação letra nando reis coro vozes participam música profissionais saúde representantes associações pacientes cuidadores personalidades ator babu youtuber hana khalil lançamento será realizado live participação nando reis allyson mariano instagram janssen']
2021,https://www.correiodopovo.com.br/not%C3%ADcias/geral/s%C3%A3o-verdadeiros-exemplos-de-pa%C3%ADses-com-protocolos-para-cloroquina-e-cannabis-em-tu%C3%ADte-de-deputado-1.629540,esquizofrenia,"['Após a pesquisa, o escritório médico do governo publicou uma revisão informando que o Comitê Consultivo sobre o Uso Indevido de Drogas (ACMD) havia considerado os usos terapêuticos da cannabis e canabinoides para o tratamento de “dor crônica; câncer; náuseas/vômitos induzidos por quimioterapia; anorexia e perda de peso; síndrome do intestino irritável; epilepsia; espasticidade relacionada à esclerose múltipla ou lesão da medula espinhal; Síndrome de Tourette; esclerose lateral amiotrófica (ELA); Doença de Huntington; Mal de Parkinson; distonia; demência; glaucoma; traumatismo craniano; vício; ansiedade; depressão; distúrbios do sono; transtorno de estresse pós-traumático; esquizofrenia e outras psicoses.']",120,['pesquisa escritório médico governo publicou revisão informando comitê consultivo uso indevido drogas acmd havia considerado usos terapêuticos cannabis canabinoides tratamento dor crônica câncer náuseas vômitos induzidos quimioterapia anorexia perda peso síndrome intestino irritável epilepsia espasticidade relacionada esclerose múltipla lesão medula espinhal síndrome tourette esclerose lateral amiotrófica doença huntington parkinson distonia demência glaucoma traumatismo craniano vício ansiedade depressão distúrbios sono transtorno estresse esquizofrenia psicoses']
2021,https://www.correiodopovo.com.br/not%C3%ADcias/geral/paquist%C3%A3o-troca-pena-de-morte-por-pris%C3%A3o-perp%C3%A9tua-para-portadores-de-doen%C3%A7a-mental-1.568695,esquizofrenia,"['O tribunal supremo do Paquistão trocou, nesta quarta-feira, a condenação à morte de dois presos que sofriam de esquizofrenia, para uma sentença que se opõe a uma decisão anterior e deve abrir um precedente. A mais alta instância judicial considerou que a pena capital não deve ser aplicada aos casos de Kanizan Bibi e Imdad Ali, uma mulher e um homem que passaram, respectivamente, 30 e 18 anos no corredor da morte. Foram condenados à prisão perpétua e receberam uma ordem para serem transferidos a um hospital psiquiátrico.', 'O tribunal também pediu à administração penitenciária que apresente uma nova solicitação de indulto à presidência, em relação a outro condenado à morte esquizofrênico, Ghulam Abbas, que leva 15 anos na prisão.']",121,"['tribunal supremo paquistão trocou condenação morte presos sofriam esquizofrenia sentença opõe decisão anterior abrir precedente alta instância judicial considerou pena capital aplicada casos kanizan bibi imdad mulher homem passaram respectivamente anos corredor morte condenados prisão perpétua receberam ordem serem transferidos hospital psiquiátrico', 'tribunal pediu administração penitenciária apresente solicitação indulto presidência outro condenado morte esquizofrênico ghulam abbas leva anos prisão']"
2022,https://www.correiodopovo.com.br/especial/setembro-alerta-para-a-sa%C3%BAde-mental-1.887390,esquizofrenia,"['Este mês nos remete ao Setembro Amarelo, campanha brasileira, iniciada em 2015, de prevenção ao suicídio. Mas a data amplia o espectro, contemplando problemas emocionais, que afetam a população de todos os continentes e idades. E, no âmbito escolar, alerta para a reflexão e atenção a dificuldades ligadas ao atendimento em educação especial e transtornos diversos, como deficiência intelectual e de desenvolvimento, com casos de autismo, depressão, ansiedade, hiperatividade, déficits de atenção, alimentar, afetivo bipolar, esquizofrenia e outros.']",122,['remete setembro amarelo campanha brasileira iniciada prevenção suicídio data amplia espectro contemplando problemas emocionais afetam população continentes idades âmbito escolar alerta reflexão atenção dificuldades ligadas atendimento educação especial transtornos diversos deficiência intelectual desenvolvimento casos autismo depressão ansiedade hiperatividade déficits atenção alimentar afetivo bipolar esquizofrenia']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/prf-cria-manual-de-abordagem-serena-para-pessoa-em-crise-1.858699,esquizofrenia,"['""Os policiais rodoviários federais devem estar cientes de que a aplicação ou uso de restrições físicas pode agravar qualquer agressão que esteja sendo exibida pelo indivíduo em crise"", diz a orientação, assinada em 14 de junho pelo diretor de operações da PRF, Djairlon Henrique Moura. No dia 25 de maio, policiais imobilizaram Genivaldo, em Umbaúba, no sul de Sergipe, o colocaram no porta-malas de uma viatura e lançaram gás lacrimogêneo dentro do carro. O laudo da morte apontou asfixia mecânica e insuficiência respiratória aguda. A vítima tinha diagnóstico de esquizofrenia e não estava armada. Genivaldo deixou mulher e um filho de 7 anos.']",123,['policiais rodoviários federais cientes aplicação uso restrições físicas agravar agressão esteja sendo exibida indivíduo crise orientação assinada junho diretor operações prf djairlon henrique moura dia maio policiais imobilizaram genivaldo umbaúba sul sergipe colocaram viatura lançaram gás lacrimogêneo carro laudo morte apontou asfixia mecânica insuficiência respiratória aguda vítima tinha diagnóstico esquizofrenia armada genivaldo deixou mulher filho anos']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/geral/ans-tira-limite-de-cobertura-para-fonoaudiologia-psicologia-terapia-ocupacional-e-fisioterapia-1.854252,esquizofrenia,"['A ANS (Agência Nacional de Saúde Suplementar) aprovou, nesta segunda-feira, o fim da limitação do número de consultas e sessões com psicólogos, fonoaudiólogos, terapeutas ocupacionais e fisioterapeutas nos planos de saúde. A medida vale para os usuários de planos com qualquer doença ou condição de saúde listada pela Organização Mundial de Saúde, como, por exemplo, paralisia cerebral, síndrome de Down e esquizofrenia.']",124,['ans agência nacional saúde suplementar aprovou limitação consultas sessões psicólogos fonoaudiólogos terapeutas ocupacionais fisioterapeutas planos saúde medida vale usuários planos doença condição saúde listada organização mundial saúde paralisia cerebral síndrome down esquizofrenia']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/comiss%C3%A3o-da-c%C3%A2mara-aprova-pris%C3%A3o-a-quem-tocar-em-policial-durante-abordagem-1.839800,esquizofrenia,[],125,[]
2022,https://www.correiodopovo.com.br/not%C3%ADcias/geral/justi%C3%A7a-nega-pedido-de-pris%C3%A3o-de-policiais-envolvidos-na-morte-de-genivaldo-1.839397,esquizofrenia,[],126,[]
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/ccj-pauta-convoca%C3%A7%C3%A3o-de-ministro-para-explicar-morte-de-genivaldo-e-opera%C3%A7%C3%A3o-em-favelas-1.831408,esquizofrenia,"['A motivação principal é a ação de dois agentes da Polícia Rodoviária Federal que resultou na morte de Genivaldo de Jesus Santos, 38 anos. Com esquizofrenia, o homem faleceu por asfixia em uma espécie de câmara de gás improvisada em uma viatura em Sergipe.']",127,['motivação principal ação agentes polícia rodoviária federal resultou morte genivaldo jesus santos anos esquizofrenia homem faleceu asfixia espécie câmara gás improvisada viatura sergipe']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/governo-exonera-diretor-executivo-e-chefe-da-intelig%C3%AAncia-da-prf-1.831280,esquizofrenia,"['No vídeo, é possível ouvir os gritos do homem dentro da viatura. Segundo familiaries, Genivaldo sofria de esquizofrenia havia 20 anos e estava afastado do trabalho, mas fazia tratamento com remédios controlados.']",128,['vídeo ouvir gritos homem viatura familiaries genivaldo sofria esquizofrenia havia anos afastado trabalho tratamento remédios controlados']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/prf-muda-o-tom-e-afirma-que-n%C3%A3o-compactua-com-a-abordagem-de-genivaldo-indigna%C3%A7%C3%A3o-1.830385,esquizofrenia,"['Homem de 38 anos com esquizofrenia morreu por asfixia após inalar gás dentro do porta-malas de viatura', 'O comunicado foi publicado no site da ONU no Brasil. Genivaldo, que tinha 38 anos e esquizofrenia, foi preso na parte de trás da viatura e obrigado a aspirar os gases de uma bomba de gás lacrimogêneo jogada dentro do carro, na quarta-feira.']",129,"['homem anos esquizofrenia morreu asfixia inalar gás viatura', 'comunicado publicado site onu brasil genivaldo tinha anos esquizofrenia preso trás viatura aspirar gases bomba gás lacrimogêneo jogada carro']"
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/onu-pede-investiga%C3%A7%C3%A3o-r%C3%A1pida-e-completa-de-a%C3%A7%C3%A3o-da-prf-de-sergipe-que-matou-homem-por-asfixia-1.830057,esquizofrenia,"['O comunicado foi publicado no site da ONU no Brasil. Genivaldo tinha esquizofrenia, foi preso na parte de trás da viatura e obrigado a aspirar até a morte os gases de uma bomba de gás lacrimogêneo jogada no automóvel, na quarta-feira (25).']",130,['comunicado publicado site onu brasil genivaldo tinha esquizofrenia preso trás viatura aspirar morte gases bomba gás lacrimogêneo jogada automóvel']
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/criminosa-e-inaceit%C3%A1vel-diz-sou-da-paz-sobre-abordagem-que-culminou-na-morte-de-homem-no-se-1.829390,esquizofrenia,"['Genivaldo de Jesus, que tinha esquizofrenia há 20 anos, morreu asfixiado depois de abordagem da PRF, e deixa esposa e um filho', '. Genivaldo de Jesus Santos, de 38 anos, tinha esquizofrenia há 20 anos e estava afastado do trabalho. Durante a ação da PRF, como mostra um vídeo registrado por testemunhas, o homem foi colocado no porta-malas da viatura à força pelos agentes.']",131,"['genivaldo jesus tinha esquizofrenia há anos morreu asfixiado abordagem prf deixa esposa filho', 'genivaldo jesus santos anos tinha esquizofrenia há anos afastado trabalho durante ação prf mostra vídeo registrado testemunhas homem colocado viatura força agentes']"
