ano,links,paragrafos_resgatados
2019,"https://politica.estadao.com.br/noticias/geral,apos-criticas-a-general-bolsonaro-diz-que-nao-vai-regulamentar-midias-sociais,70002816680",[]
2020,https://brpolitico.com.br/noticias/em-manifesto-senadores-pedem-que-sus-distribua-remedios-a-base-de-canabidiol/,[]
2020,https://brpolitico.com.br/noticias/relatorio-semanal-17-de-agosto/,[]
2020,https://brasil.estadao.com.br/blogs/macaco-eletrico/quando-ser-bom-no-que-se-faz-vira-um-problema/,[]
2020,https://brasil.estadao.com.br/blogs/inconsciente-coletivo/entrevista-edith-eger-a-bailarina-de-auschwitz/,['Como você diz às pessoas? Obrigado por sua opinião. Nunca duvide da verdade de alguém. Eu sei que parece esquizofrênico.']
2020,"https://cultura.estadao.com.br/noticias/geral,antunes-filho-em-forma-de-texto,70003149664",[]
2020,"https://economia.estadao.com.br/noticias/geral,cotacao-dolar-bolsa-de-valores-09-12-2020-,70003545288","[', falou que a postura dos democratas na negociação é ""esquizofrênica"".\xa0Em resposta, em']"
2020,"https://internacional.estadao.com.br/noticias/nytiw,documentario-orquestra-musicos-doenca-mental,70003485234",[]
2020,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003437586",[]
2020,"https://opiniao.estadao.com.br/noticias/artigos-dos-leitores,forum-dos-leitores,70003164647",[]
2020,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-oms-tenha-retirado-maconha-de-lista-de-drogas/,['O uso da maconha pode exacerbar a esquizofrenia em indivíduos afetados;']
2021,https://brasil.estadao.com.br/blogs/macaco-eletrico/a-esquizofrenia-do-posicionamento/,"['Vivemos, portanto, uma “esquizofrenia do posicionamento”: se correr, o bicho pega; se ficar, o bicho come!', 'Por isso, a melhor maneira de vencer a esquizofrenia do posicionamento é não embarcar nessa loucura.']"
2021,"https://cultura.estadao.com.br/noticias/geral,bruno-gagliasso-estreia-santo-producao-internacional-da-netflix,70003651332","['Cardona entra para a lista de personagens fortes de sua carreira, ao lado do esquizofrênico Tarso, da novela']"
2021,"https://eldorado.estadao.com.br/audios/programas/jornal-eldorado/e-uma-coalizao-esquizofrenica-diz-especialista-sobre-novo-governo-de-israel,1176353","['“É uma coalizão esquizofrênica”, diz especialista sobre novo governo de Israel']"
2021,https://emais.estadao.com.br/blogs/cronica-por-quilo/ora-pilulas/,['– Existe um Brasil maravilhoso que ninguém conhece. Só os esquizofrênicos.']
